Date,Time,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
06/01/2001,09:00:00 AM,049XX S INDIANA AVE,THEFT,RESIDENCE,0,0,0224,002,3,38,1178393,1872370,2001,41.805091485,-87.621251535,"(41.805091485, -87.621251535)"
01/01/2001,01:00:00 AM,029XX W 38TH PL,OFFENSE INVOLVING CHILDREN,RESIDENCE,1,0,0913,009,14,58,1157298,1878997,2001,41.823730366,-87.69843979,"(41.823730366, -87.69843979)"
03/01/2001,07:00:00 PM,071XX S UNION AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,0732,007,6,68,1173030,1857299,2001,41.763855232,-87.641365486,"(41.763855232, -87.641365486)"
05/01/2001,12:05:00 AM,012XX W 71ST ST,THEFT,RESIDENCE,0,0,0734,007,17,67,1169243,1857659,2001,41.764925878,-87.655235281,"(41.764925878, -87.655235281)"
01/02/2001,09:00:00 AM,076XX S COLFAX AVE,THEFT,RESIDENCE,0,0,0421,004,7,43,1194814,1854625,2001,41.756008955,-87.561611382,"(41.756008955, -87.561611382)"
09/01/2001,10:00:00 AM,014XX N PARKSIDE AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,2531,025,29,25,1138435,1909338,2001,41.90735193,-87.766908108,"(41.90735193, -87.766908108)"
10/01/2001,09:00:00 AM,051XX N EAST RIVER RD,THEFT,RESIDENCE,0,0,1614,016,41,76,1116669,1933150,2001,41.973061909,-87.846369348,"(41.973061909, -87.846369348)"
01/02/2001,09:00:00 AM,061XX S AUSTIN AVE,DECEPTIVE PRACTICE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,0812,008,13,64,1137501,1863089,2001,41.780454578,-87.771450667,"(41.780454578, -87.771450667)"
01/21/2001,09:15:00 AM,118XX S LOWE AVE,THEFT,RESIDENCE,0,0,0524,005,34,53,1174073,1826198,2001,41.678486661,-87.638462755,"(41.678486661, -87.638462755)"
05/16/2001,12:00:00 PM,074XX S SOUTH SHORE DR,THEFT,APARTMENT,0,0,0334,003,7,43,1195987,1856397,2001,41.760842496,-87.557254104,"(41.760842496, -87.557254104)"
11/01/2001,12:01:00 AM,064XX S HARVARD AVE,THEFT,RESIDENCE,0,0,0722,007,20,68,1175213,1862197,2001,41.777247429,-87.633218197,"(41.777247429, -87.633218197)"
01/01/2001,12:00:00 AM,010XX N HERMITAGE AVE,THEFT,RESIDENCE,0,0,1322,012,1,24,1164564,1907493,2001,41.901775541,-87.67097679,"(41.901775541, -87.67097679)"
01/10/2001,02:30:00 PM,040XX S ARTESIAN AVE,THEFT,RESIDENCE,0,0,0914,009,12,58,1160738,1877462,2001,41.819447695,-87.685862025,"(41.819447695, -87.685862025)"
05/01/2001,12:01:00 AM,078XX S ESSEX AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,0421,004,7,43,1194181,1853410,2001,41.752690458,-87.563970958,"(41.752690458, -87.563970958)"
01/01/2001,12:01:00 AM,043XX W 18TH PL,OFFENSE INVOLVING CHILDREN,CHA APARTMENT,0,0,1012,010,24,29,1147754,1890606,2001,41.855775217,-87.733156138,"(41.855775217, -87.733156138)"
12/25/2001,12:01:00 AM,016XX W 16TH ST,THEFT,STREET,0,0,1224,012,2,28,1165830,1892173,2001,41.85970933,-87.66676369,"(41.85970933, -87.66676369)"
06/02/2001,08:00:00 AM,017XX E 71ST PL,THEFT,RESIDENCE PORCH/HALLWAY,0,1,0324,003,5,43,1189238,1857880,2001,41.765076396,-87.58194164,"(41.765076396, -87.58194164)"
01/01/2001,01:00:00 AM,027XX W 87TH ST,CRIM SEXUAL ASSAULT,RESIDENCE,0,1,0835,008,18,70,1159813,1846866,2001,41.735507018,-87.690094853,"(41.735507018, -87.690094853)"
03/01/2001,08:00:00 AM,036XX S WOOD ST,THEFT,APARTMENT,0,0,0922,009,11,59,1164913,1880335,2001,41.827244169,-87.670465109,"(41.827244169, -87.670465109)"
04/05/2001,03:00:00 PM,076XX S LAFLIN ST,THEFT,RESIDENCE,0,0,0612,006,17,71,1167405,1853893,2001,41.754631031,-87.662079793,"(41.754631031, -87.662079793)"
04/05/2001,12:00:00 PM,098XX S AVENUE M,THEFT,RESIDENCE,0,0,0432,004,10,52,1201509,1840444,2001,41.716927887,-87.537556829,"(41.716927887, -87.537556829)"
01/01/2001,12:01:00 AM,042XX W IOWA ST,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,1111,011,37,23,1147807,1905698,2001,41.897188407,-87.732573863,"(41.897188407, -87.732573863)"
05/06/2001,09:00:00 AM,033XX W NORTH AVE,THEFT,OTHER,0,0,1422,014,26,23,1153466,1910467,2001,41.910164367,-87.711662074,"(41.910164367, -87.711662074)"
03/10/2001,10:00:00 AM,086XX S MUSKEGON AVE,THEFT,RESIDENCE,0,0,0423,004,10,46,1196687,1848347,2001,41.738735338,-87.554955528,"(41.738735338, -87.554955528)"
01/01/2001,12:00:00 AM,013XX W 100TH PL,THEFT,APARTMENT,0,0,2213,022,21,73,1169438,1838191,2001,41.71149872,-87.65508291,"(41.71149872, -87.65508291)"
01/30/2001,08:00:00 AM,018XX W IRVING PARK RD,THEFT,OTHER,0,0,1923,019,47,5,1163346,1926630,2001,41.954314363,-87.674910868,"(41.954314363, -87.674910868)"
04/01/2001,12:00:00 PM,088XX S MARSHFIELD AVE,THEFT,RESIDENCE,1,0,2221,022,21,71,1166843,1846144,2001,41.733378677,-87.664360127,"(41.733378677, -87.664360127)"
09/08/2001,12:01:00 AM,016XX W TAYLOR ST,THEFT,HOSPITAL BUILDING/GROUNDS,0,0,1224,012,2,28,1165429,1895681,2001,41.869344124,-87.668135867,"(41.869344124, -87.668135867)"
05/03/2001,09:00:00 AM,125XX S YALE AVE,THEFT,RESIDENCE,0,0,0523,005,9,53,1176928,1821776,2001,41.666288339,-87.62814489,"(41.666288339, -87.62814489)"
11/13/2001,12:00:00 PM,035XX W 57TH PL,THEFT,RESIDENCE,0,0,0822,008,14,63,1153728,1866297,2001,41.788951441,-87.711873862,"(41.788951441, -87.711873862)"
02/01/2001,12:00:00 AM,097XX S GREENWOOD AVE,OTHER OFFENSE,RESIDENCE,0,0,0511,005,8,50,1185231,1840238,2001,41.716760003,-87.597181424,"(41.716760003, -87.597181424)"
11/22/2001,12:00:00 AM,071XX S NORMAL BLVD,THEFT,OTHER,0,0,0732,007,6,68,1174236,1857546,2001,41.764506321,-87.636937911,"(41.764506321, -87.636937911)"
10/16/2001,12:01:00 AM,010XX W 14TH ST,THEFT,RESIDENCE,0,0,1232,012,25,28,1169655,1893608,2001,41.863564738,-87.652681523,"(41.863564738, -87.652681523)"
06/19/2001,12:00:00 AM,057XX N WINTHROP AVE,THEFT,APARTMENT,0,0,2022,020,48,77,1167784,1938406,2001,41.986533359,-87.658255121,"(41.986533359, -87.658255121)"
08/26/2001,12:00:00 AM,083XX W SUMMERDALE AVE,OFFENSE INVOLVING CHILDREN,APARTMENT,0,0,1614,016,41,10,1119415,1934446,2001,41.976575008,-87.836243785,"(41.976575008, -87.836243785)"
02/26/2001,07:00:00 PM,007XX W 117TH ST,THEFT,RESIDENCE,0,0,0524,005,34,53,1173394,1827376,2001,41.681734282,-87.64091349,"(41.681734282, -87.64091349)"
08/01/2001,12:00:00 AM,008XX W 18TH ST,THEFT,STREET,0,0,1233,012,25,31,1171045,1891658,2001,41.858183432,-87.64763613,"(41.858183432, -87.64763613)"
06/28/2001,12:01:00 AM,020XX W 70TH ST,THEFT,RESIDENCE,0,0,0735,007,17,67,1164141,1858276,2001,41.766727862,-87.673918285,"(41.766727862, -87.673918285)"
08/01/2001,09:00:00 AM,019XX S HAMLIN AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,1014,010,24,29,1151399,1890243,2001,41.854708408,-87.719786621,"(41.854708408, -87.719786621)"
01/01/2001,12:00:00 PM,026XX E 92ND ST,THEFT,RESIDENCE,0,0,0423,004,7,48,1195108,1844507,2001,41.728237092,-87.560866808,"(41.728237092, -87.560866808)"
12/12/2001,09:00:00 AM,011XX N PARKSIDE AVE,DECEPTIVE PRACTICE,GOVERNMENT BUILDING/PROPERTY,0,0,1511,015,29,25,1138504,1907265,2001,41.901662119,-87.766704938,"(41.901662119, -87.766704938)"
01/01/2001,12:01:00 AM,003XX S LAVERGNE AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,1533,015,29,25,1143281,1897854,2001,41.875749294,-87.749393467,"(41.875749294, -87.749393467)"
11/14/2001,08:00:00 AM,062XX W MONTROSE AVE,THEFT,APARTMENT,0,0,1622,016,38,15,1133895,1928631,2001,41.960375164,-87.783131001,"(41.960375164, -87.783131001)"
06/01/2001,08:00:00 AM,041XX W GRENSHAW ST,THEFT,RESIDENCE,0,0,1132,011,24,29,1148870,1894675,2001,41.86691957,-87.728954697,"(41.86691957, -87.728954697)"
05/30/2001,05:00:00 PM,022XX S KEDZIE AVE,DECEPTIVE PRACTICE,DEPARTMENT STORE,0,0,1024,010,24,30,1155340,1888698,2001,41.850390566,-87.70536286,"(41.850390566, -87.70536286)"
12/13/2001,10:00:00 AM,041XX W 21ST PL,THEFT,OTHER,0,0,1012,010,24,29,1148936,1889391,2001,41.852418351,-87.728848975,"(41.852418351, -87.728848975)"
07/28/2001,12:00:00 PM,040XX N TRIPP AVE,DECEPTIVE PRACTICE,OTHER,0,0,1722,017,38,16,1147240,1926644,2001,41.954677067,-87.734118779,"(41.954677067, -87.734118779)"
01/01/2001,03:00:00 PM,079XX S BISHOP ST,CRIM SEXUAL ASSAULT,RESIDENCE,0,0,0612,006,21,71,1167998,1852350,2001,41.75038411,-87.65995088,"(41.75038411, -87.65995088)"
02/28/2001,09:00:00 AM,027XX N KEDZIE AVE,THEFT,RESIDENCE,0,0,1411,014,35,22,1154614,1917925,2001,41.930606824,-87.707244731,"(41.930606824, -87.707244731)"
04/13/2001,03:00:00 PM,030XX S MOE DR,THEFT,OTHER,0,0,2122,001,4,35,1181320,1885124,2001,41.840022365,-87.610122911,"(41.840022365, -87.610122911)"
04/01/2001,12:05:00 AM,005XX E 33RD ST,THEFT,RESIDENCE,0,0,2122,002,4,35,1180449,1882842,2001,41.833780479,-87.613389263,"(41.833780479, -87.613389263)"
10/30/2001,10:00:00 AM,009XX S ASHLAND AVE,THEFT,OTHER,0,0,1213,012,2,28,1165914,1896084,2001,41.870439663,-87.666343813,"(41.870439663, -87.666343813)"
03/01/2001,12:01:00 AM,037XX S WALLACE ST,THEFT,RESIDENCE,0,0,0925,009,11,60,1172871,1880113,2001,41.826462778,-87.641275089,"(41.826462778, -87.641275089)"
12/10/2001,12:05:00 AM,028XX W LEXINGTON ST,THEFT,RESIDENCE,0,0,1135,011,2,27,1157544,1896535,2001,41.871851608,-87.697060589,"(41.871851608, -87.697060589)"
01/01/2001,08:00:00 AM,054XX S HYDE PARK BLVD,THEFT,RESIDENCE,0,0,2132,002,5,41,1188553,1868884,2001,41.795288631,-87.584100908,"(41.795288631, -87.584100908)"
10/01/2001,12:00:00 AM,050XX S DREXEL BLVD,THEFT,STREET,0,0,2124,002,4,39,1183210,1871657,2001,41.803024084,-87.603607207,"(41.803024084, -87.603607207)"
03/01/2001,09:00:00 AM,079XX S ELLIS AVE,THEFT,APARTMENT,0,0,0624,006,8,44,1184318,1852278,2001,41.749820475,-87.600149648,"(41.749820475, -87.600149648)"
01/23/2001,12:01:00 AM,027XX N MILDRED AVE,CRIM SEXUAL ASSAULT,RESIDENCE,0,0,1933,019,43,7,1169840,1918592,2001,41.932118374,-87.651273273,"(41.932118374, -87.651273273)"
01/01/2001,12:00:00 AM,074XX S SOUTH SHORE DR,OFFENSE INVOLVING CHILDREN,APARTMENT,0,1,0334,003,7,43,1195660,1856699,2001,41.761679294,-87.55844258,"(41.761679294, -87.55844258)"
10/29/2001,12:01:00 AM,039XX W ONTARIO ST,DECEPTIVE PRACTICE,RESIDENCE,0,0,1122,011,27,23,1149708,1903978,2001,41.892431808,-87.725636441,"(41.892431808, -87.725636441)"
01/29/2001,12:00:00 AM,075XX N SEELEY AVE,THEFT,RESIDENCE,0,0,2424,024,49,1,1161297,1950124,2001,42.018825722,-87.681786235,"(42.018825722, -87.681786235)"
08/22/2001,12:00:00 AM,023XX S WENTWORTH AVE,THEFT,RESIDENCE,0,0,2111,009,25,34,1175297,1888886,2001,41.85048262,-87.632111866,"(41.85048262, -87.632111866)"
11/01/2001,12:00:00 AM,013XX N MENARD AVE,THEFT,RESIDENCE,0,0,2531,025,29,25,1137402,1908182,2001,41.904198382,-87.770730687,"(41.904198382, -87.770730687)"
11/15/2001,12:01:00 AM,008XX W GRACE ST,THEFT,RESIDENCE,0,0,2324,019,46,6,1170125,1925584,2001,41.951298481,-87.650021122,"(41.951298481, -87.650021122)"
12/01/2001,09:00:00 AM,069XX S CALUMET AVE,THEFT,APARTMENT,0,0,0322,003,6,69,1179712,1859251,2001,41.76906161,-87.616815016,"(41.76906161, -87.616815016)"
05/01/2001,12:00:00 AM,037XX W OHIO ST,THEFT,RESIDENCE,0,0,1122,011,27,23,1151612,1903708,2001,41.891653683,-87.718650888,"(41.891653683, -87.718650888)"
01/01/2001,12:00:00 AM,076XX S EMERALD AVE,THEFT,RESIDENCE,0,0,0621,006,17,71,1172658,1854465,2001,41.756086589,-87.642812325,"(41.756086589, -87.642812325)"
03/01/2001,09:00:00 AM,037XX W AINSLIE ST,THEFT,APARTMENT,0,0,1712,017,39,14,1150454,1932337,2001,41.970236783,-87.722154231,"(41.970236783, -87.722154231)"
06/24/2001,10:00:00 AM,035XX S MICHIGAN AVE,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,1,0,0211,002,3,35,1177731,1881692,2001,41.830686867,-87.623396979,"(41.830686867, -87.623396979)"
08/01/2001,12:00:00 AM,061XX S RICHMOND ST,THEFT,RESIDENCE,0,0,0823,008,15,66,1157722,1863979,2001,41.782510365,-87.697291983,"(41.782510365, -87.697291983)"
06/01/2001,03:00:00 PM,050XX N HARLEM AVE,SEX OFFENSE,ALLEY,0,0,1613,016,41,10,1127396,1933160,2001,41.972915253,-87.806922686,"(41.972915253, -87.806922686)"
08/30/2001,12:00:00 PM,064XX S MAPLEWOOD AVE,THEFT,RESIDENCE,0,0,0825,008,15,66,1160445,1861718,2001,41.77625016,-87.687370882,"(41.77625016, -87.687370882)"
07/03/2001,09:00:00 AM,008XX E 87TH ST,THEFT,SMALL RETAIL STORE,0,0,0632,006,8,44,1183512,1847518,2001,41.736777329,-87.603251129,"(41.736777329, -87.603251129)"
01/01/2001,12:00:00 AM,059XX N CLARK ST,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,2012,020,40,77,1164565,1939287,2001,41.989019862,-87.67006944,"(41.989019862, -87.67006944)"
06/27/2001,02:15:00 AM,083XX S BRANDON AVE,ASSAULT,SIDEWALK,0,0,0424,004,10,46,1198900,1849890,2001,41.742914232,-87.546796069,"(41.742914232, -87.546796069)"
06/01/2001,10:00:00 AM,015XX N CAMPBELL AVE,CRIM SEXUAL ASSAULT,RESIDENCE,0,0,1423,014,1,24,1159500,1910166,2001,41.909216251,-87.689503796,"(41.909216251, -87.689503796)"
12/19/2001,09:00:00 AM,043XX W AUGUSTA BLVD,THEFT,APARTMENT,0,0,1111,011,37,23,1147297,1906351,2001,41.898990093,-87.734430297,"(41.898990093, -87.734430297)"
04/04/2001,12:00:00 PM,023XX N SHEFFIELD AVE,THEFT,APARTMENT,0,0,1811,018,32,7,1169203,1915554,2001,41.923795833,-87.653702638,"(41.923795833, -87.653702638)"
01/31/2001,12:00:00 AM,076XX S CLYDE AVE,THEFT,RESIDENCE,0,0,0414,004,8,43,1191491,1854660,2001,41.75618615,-87.573788082,"(41.75618615, -87.573788082)"
03/02/2001,09:00:00 AM,057XX S STONY ISLAND AVE,THEFT,APARTMENT,0,0,2132,002,5,41,1187812,1867514,2001,41.79154694,-87.586861748,"(41.79154694, -87.586861748)"
06/01/2001,12:00:00 PM,046XX W MAYPOLE AVE,THEFT,RESIDENCE,0,0,1113,011,28,25,1145051,1901088,2001,41.884590549,-87.742812901,"(41.884590549, -87.742812901)"
04/22/2001,12:00:00 AM,002XX N MICHIGAN AVE,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,1,0,0124,001,42,32,1177293,1902060,2001,41.886587921,-87.624386945,"(41.886587921, -87.624386945)"
09/24/2001,09:38:00 PM,001XX W JACKSON BLVD,DECEPTIVE PRACTICE,BANK,0,0,0112,001,2,32,1175228,1898922,2001,41.878023628,-87.632064226,"(41.878023628, -87.632064226)"
08/01/2001,08:00:00 AM,031XX S UNION AVE,THEFT,RESIDENCE,0,0,0924,009,11,60,1172187,1883977,2001,41.837081033,-87.643670726,"(41.837081033, -87.643670726)"
03/31/2001,12:00:00 AM,014XX W SCHOOL ST,THEFT,RESIDENCE,0,0,1924,019,44,6,1165979,1921966,2001,41.941460213,-87.665365248,"(41.941460213, -87.665365248)"
05/01/2001,09:00:00 AM,043XX W 18TH ST,THEFT,RESIDENCE,0,1,1012,010,24,29,1147678,1891062,2001,41.857027996,-87.733423403,"(41.857027996, -87.733423403)"
01/01/2001,12:00:00 PM,040XX W MAYPOLE AVE,THEFT,RESIDENCE,0,0,1114,011,28,26,1149612,1901190,2001,41.884783102,-87.726061476,"(41.884783102, -87.726061476)"
10/01/2001,09:00:00 AM,039XX N MONTICELLO AVE,THEFT,RESIDENCE,0,0,1732,017,33,16,1151317,1925887,2001,41.952520602,-87.719150908,"(41.952520602, -87.719150908)"
11/11/2001,02:00:00 PM,081XX S MAPLEWOOD AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,0835,008,18,70,1160747,1850203,2001,41.744645066,-87.686581137,"(41.744645066, -87.686581137)"
11/10/2001,12:01:00 AM,055XX W CORTLAND ST,THEFT,RESIDENCE,0,0,2532,025,37,25,1138875,1911935,2001,41.914470415,-87.765228582,"(41.914470415, -87.765228582)"
11/02/2001,12:00:00 AM,090XX S COLFAX AVE,THEFT,RESIDENCE,0,0,0423,004,7,48,1195112,1845405,2001,41.730701184,-87.560822633,"(41.730701184, -87.560822633)"
05/29/2001,06:00:00 PM,075XX S GREENWOOD AVE,MOTOR VEHICLE THEFT,STREET,0,0,0624,006,8,69,1184816,1855328,2001,41.75817832,-87.598229291,"(41.75817832, -87.598229291)"
11/01/2001,12:00:00 AM,031XX N KNOX AVE,THEFT,RESIDENCE,0,0,2521,025,31,19,1144773,1920480,2001,41.937809483,-87.743343936,"(41.937809483, -87.743343936)"
07/01/2001,12:00:00 PM,003XX E 131ST PL,THEFT,APARTMENT,0,0,0533,005,9,54,1180597,1818370,2001,41.65685858,-87.614821517,"(41.65685858, -87.614821517)"
01/01/2001,12:01:00 AM,059XX W WILSON AVE,THEFT,APARTMENT,0,0,1622,016,38,15,1135917,1929933,2001,41.96391211,-87.775665863,"(41.96391211, -87.775665863)"
12/01/2001,12:00:00 AM,084XX S PHILLIPS AVE,SEX OFFENSE,RESIDENCE,1,0,0423,004,7,46,1194006,1849706,2001,41.742530671,-87.564733494,"(41.742530671, -87.564733494)"
01/27/2001,04:00:00 PM,111XX S HOMAN AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,2211,022,19,74,1155733,1830155,2001,41.689731718,-87.705488951,"(41.689731718, -87.705488951)"
01/01/2001,08:00:00 AM,015XX E 65TH PL,CRIM SEXUAL ASSAULT,RESIDENCE,0,1,0321,003,5,42,1187679,1861833,2001,41.775960995,-87.587530108,"(41.775960995, -87.587530108)"
11/01/2001,12:01:00 AM,038XX W MARQUETTE RD,THEFT,RESIDENCE,0,0,0833,008,13,65,1151572,1859851,2001,41.771305104,-87.719947861,"(41.771305104, -87.719947861)"
03/01/2001,12:00:00 PM,056XX W WARWICK AVE,THEFT,RESIDENCE,0,0,1633,016,38,15,1137894,1924404,2001,41.948704467,-87.768530911,"(41.948704467, -87.768530911)"
09/01/2001,09:00:00 AM,017XX E 91ST ST,THEFT,RESIDENCE,0,0,0413,004,8,48,1189587,1844946,2001,41.729575933,-87.581076927,"(41.729575933, -87.581076927)"
04/30/2001,12:00:00 AM,010XX N LECLAIRE AVE,OTHER OFFENSE,RESIDENCE,0,1,1531,015,37,25,1142211,1906413,2001,41.899256137,-87.753109674,"(41.899256137, -87.753109674)"
12/12/2001,12:01:00 AM,026XX W 42ND ST,SEX OFFENSE,RESIDENCE,0,0,0912,009,12,58,1159201,1876749,2001,41.817522779,-87.691519922,"(41.817522779, -87.691519922)"
05/05/2001,01:00:00 PM,023XX E 70TH PL,BATTERY,APARTMENT,0,1,0331,003,5,43,1192778,1858621,2001,41.767024165,-87.568942595,"(41.767024165, -87.568942595)"
09/01/2001,12:00:00 AM,012XX E 64TH ST,THEFT,OTHER,0,0,0314,003,20,42,1185539,1862859,2001,41.778827088,-87.595342782,"(41.778827088, -87.595342782)"
05/27/2001,09:00:00 AM,005XX N LAVERGNE AVE,THEFT,RESIDENCE,0,0,1532,025,28,25,1135207,1910223,2001,41.909838359,-87.778745162,"(41.909838359, -87.778745162)"
04/15/2001,12:01:00 AM,082XX W HIGGINS RD,OTHER OFFENSE,HOTEL/MOTEL,0,0,1614,016,41,10,1120418,1937776,2001,41.985696872,-87.832483632,"(41.985696872, -87.832483632)"
10/01/2001,09:00:00 AM,041XX W NORTH AVE,THEFT,RESIDENCE,0,0,2534,025,30,23,1148294,1910347,2001,41.909936368,-87.730665203,"(41.909936368, -87.730665203)"
02/14/2001,12:01:00 AM,118XX S JUSTINE ST,THEFT,RESIDENCE,0,1,0524,005,34,53,1168179,1825999,2001,41.678068986,-87.660042706,"(41.678068986, -87.660042706)"
10/01/2001,07:00:00 AM,080XX S GREEN ST,THEFT,APARTMENT,0,0,0621,006,21,71,1172069,1851713,2001,41.7485477,-87.64505156,"(41.7485477, -87.64505156)"
04/24/2001,12:01:00 AM,016XX N HARLEM AVE,THEFT,DEPARTMENT STORE,0,0,2513,025,36,25,1127899,1909823,2001,41.90886723,-87.805601319,"(41.90886723, -87.805601319)"
02/07/2001,12:00:00 PM,029XX N CLYBOURN AVE,THEFT,RESIDENCE,0,0,1913,019,1,5,1161254,1919757,2001,41.935498303,-87.682793103,"(41.935498303, -87.682793103)"
10/01/2001,02:00:00 PM,015XX W 15TH ST,SEX OFFENSE,CHA APARTMENT,0,0,1231,012,2,28,1166237,1892857,2001,41.861577605,-87.665250177,"(41.861577605, -87.665250177)"
10/18/2001,12:00:00 PM,042XX W CULLERTON ST,THEFT,RESIDENCE,0,0,1012,010,24,29,1148105,1890115,2001,41.854421111,-87.731880408,"(41.854421111, -87.731880408)"
08/01/2001,09:00:00 AM,037XX W ARMITAGE AVE,THEFT,OTHER,0,0,2535,025,26,22,1150919,1912984,2001,41.917121523,-87.720952786,"(41.917121523, -87.720952786)"
05/30/2001,12:01:00 AM,071XX S BLACKSTONE AVE,THEFT,RESIDENCE,0,0,0324,003,5,43,1187393,1858091,2001,41.765699427,-87.588697313,"(41.765699427, -87.588697313)"
11/14/2001,05:00:00 PM,045XX S CALIFORNIA AVE,SEX OFFENSE,RESIDENCE,0,0,0912,009,12,58,1158502,1874426,2001,41.811162472,-87.694147456,"(41.811162472, -87.694147456)"
09/01/2001,11:00:00 AM,050XX S WESTERN AVE,THEFT,RESIDENCE,0,0,0911,009,14,63,1161181,1871263,2001,41.802427707,-87.684408631,"(41.802427707, -87.684408631)"
05/02/2001,09:00:00 AM,017XX W 97TH ST,THEFT,RESIDENCE,0,0,2213,022,19,72,1166160,1840437,2001,41.717732331,-87.66702413,"(41.717732331, -87.66702413)"
01/01/2001,08:00:00 AM,0000X S MAYFIELD AVE,CRIM SEXUAL ASSAULT,RESIDENCE,0,1,1513,015,29,25,1137328,1899131,2001,41.879362612,-87.771220318,"(41.879362612, -87.771220318)"
05/29/2001,02:00:00 AM,006XX N ST CLAIR ST,THEFT,RESTAURANT,0,0,1834,018,42,8,1177672,1905084,2001,41.894877325,-87.622903235,"(41.894877325, -87.622903235)"
06/22/2001,01:00:00 AM,022XX S MARSHALL BLVD,THEFT,RESIDENCE,0,0,1033,010,12,30,1157019,1888724,2001,41.850428055,-87.699199899,"(41.850428055, -87.699199899)"
07/01/2001,09:00:00 AM,064XX S EBERHART AVE,THEFT,APARTMENT,0,0,0312,003,20,42,1180639,1862681,2001,41.77845263,-87.613311845,"(41.77845263, -87.613311845)"
07/21/2001,03:00:00 PM,0000X W 108TH PL,THEFT,RESIDENCE,0,0,0513,005,34,49,1177681,1833057,2001,41.697228164,-87.625049763,"(41.697228164, -87.625049763)"
04/01/2001,12:00:00 AM,022XX W 71ST ST,DECEPTIVE PRACTICE,RESIDENCE,0,0,0832,008,17,66,1162504,1857579,2001,41.764849477,-87.679937962,"(41.764849477, -87.679937962)"
02/01/2001,12:00:00 AM,028XX N CHRISTIANA AVE,THEFT,STREET,0,0,1412,014,35,21,1153523,1918605,2001,41.932494589,-87.711235801,"(41.932494589, -87.711235801)"
08/01/2001,12:00:00 AM,064XX S STEWART AVE,THEFT,RESIDENCE,0,0,0722,007,20,68,1174775,1862119,2001,41.777043163,-87.634826215,"(41.777043163, -87.634826215)"
07/21/2001,06:30:00 PM,049XX N SHERIDAN RD,OTHER OFFENSE,APARTMENT,0,1,2024,020,46,3,1168700,1933076,2001,41.971887841,-87.655041334,"(41.971887841, -87.655041334)"
11/01/2001,12:00:00 PM,054XX W WRIGHTWOOD AVE,THEFT,RESIDENCE,0,0,2514,025,30,19,1139769,1916795,2001,41.927790489,-87.761825117,"(41.927790489, -87.761825117)"
10/15/2001,01:00:00 PM,001XX S CLARK ST,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,0,0,0112,001,42,32,1175596,1899651,2001,41.880015789,-87.630691119,"(41.880015789, -87.630691119)"
06/11/2001,12:35:00 PM,089XX S COLFAX AVE,NARCOTICS,STREET,1,0,0423,004,7,48,1195188,1846110,2001,41.732633893,-87.560521036,"(41.732633893, -87.560521036)"
10/09/2001,07:12:52 AM,069XX S CARPENTER ST,OTHER OFFENSE,STREET,0,0,0733,007,17,68,1170464,1859056,2001,41.76873292,-87.650719333,"(41.76873292, -87.650719333)"
12/01/2001,12:00:00 AM,098XX S SANGAMON ST,THEFT,RESIDENCE,0,0,2223,022,21,73,1171677,1839537,2001,41.715143654,-87.646843842,"(41.715143654, -87.646843842)"
11/14/2001,12:00:00 PM,015XX W 100TH PL,THEFT,APARTMENT,0,0,2213,022,21,72,1168325,1838084,2001,41.711229081,-87.659162064,"(41.711229081, -87.659162064)"
12/11/2001,12:00:00 AM,001XX N MAYFIELD AVE,THEFT,RESIDENCE,0,0,1512,015,29,25,1137091,1900686,2001,41.883633996,-87.772053215,"(41.883633996, -87.772053215)"
07/22/2001,01:00:00 AM,028XX W LYNDALE ST,MOTOR VEHICLE THEFT,ALLEY,0,0,1414,014,35,22,1157181,1915000,2001,41.922528581,-87.697891205,"(41.922528581, -87.697891205)"
01/12/2001,12:00:00 PM,006XX N MICHIGAN AVE,DECEPTIVE PRACTICE,OTHER,0,0,1834,018,42,8,1177353,1904723,2001,41.893893966,-87.624085781,"(41.893893966, -87.624085781)"
08/01/2001,12:00:00 PM,021XX S WABASH AVE,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,0,0,0134,001,2,33,1177128,1889914,2001,41.853262299,-87.625360726,"(41.853262299, -87.625360726)"
07/23/2001,09:00:00 AM,041XX W JACKSON BLVD,THEFT,RESIDENCE,0,0,1115,011,28,26,1148738,1898402,2001,41.877149443,-87.729343014,"(41.877149443, -87.729343014)"
